abandon,v./n.放弃；放纵
stratify,v.(使)层化
stratum,n.地层；社会阶层
stray,v.偏离，迷路；a.迷了路的；零落的
streak,n.线条，条纹；v.加线条
stream,n.小溪；水流；v.倾注，涌流
stretch,v.变长；伸展
strew,v.撒，散播
striate,v.在…加上条纹
striated,a.有条纹的
stricture,n.严厉谴责；束缚
stride,v.大步行走
strident,a.尖声的，刺耳的
strife,n.纷争，冲突
striking,a.引人注目的，明显的
stringent,a.(规定)严格的，苛刻的；缺钱的
strip,v.剥去；n.狭长的一片
strive,v.奋斗，努力
stroke,v.抚摸；n.击，打；一笔
stroll,v.漫步，闲逛
strut,v.趾高气扬地走；n.支柱
stubborn,a.固执的；难以改变的
studied,a.慎重的；认真习得的
stuffy,a.(空气)不新鲜的，闷气的
stultify,v.使变得荒谬可笑；使无用
stunning,a.极富魅力的
stunt,v.阻碍(成长)；n.特技，绝技
stupor,n.昏迷，不醒人事
sturdy,a.(身体)强健的；结实的
stutter,n./v.口吃，结巴
stygian,a.阴暗的，阴森森的
stylus,n.铁笔
stymie,v.妨碍，阻挠
subdue,v.征服；压制；减轻
subdued,a.(光和声)柔和的，缓和的；(人)温和的
subject,n.受支配的人，隶属
subjective,a.主观的，想象的
subjugate,v.征服，镇压
sublime,a.崇高的
subliminal,a.潜意识的
submission,n.恭顺
submit,v.屈服；提交，呈递
suborn,v.收买，贿赂
subpoena,n.(法律)传票；v.传讯
subsequent,a.随后的，后来的，连续的
subside,v.(建筑物等)下陷
subsidiary,a.辅助的；次要的
subsidy,n.补助金
subsistence,n.生存，生计；存在
substance,n.大意，根据，实质；物质
substantial,a.坚固的，结实的；实质的
substantiate,v.证实，确证
substantive,a.根本的；独立存在的
substitute,n.代替品；v.代替
subsume,v.包含，包容
subterfuge,n.诡计，托辞
subterranean,a.地下的
subtle,a.微妙的，精巧的
subtract,v.减去，减掉
subversive,a.颠覆性的，破坏性的
subvert,v.颠覆，推翻
succinct,a.简明的，简洁的
succor,v./n.救助，援助
succumb,v.屈从；因…死亡
suffice,v.足够，(食物)满足
sufficient,a.足够的
suffocate,v.(使)窒息而死
suffrage,n.选举权，投票权
suffragist,n.参政权扩大论者；妇女政权论者
suffuse,v.(色彩等)弥漫，染遍
suggestive,a.暗示的
suitcase,n.手提箱，箱子
sulky,a.生气的
sullen,a.忧郁的
sultry,a.闷热的；(人)风骚的
summarily,adv.概括地；仓促地
summary,n.摘要，概要；a.摘要的，简略的
summation,n.总结，概要；总数，合计
summon,v.召见；召集
sumptuous,a.豪华的，奢侈的
sunder,v.分裂，分离
superb,a.上乘的，出色的
supercilious,a.目中无人的
superficial,a.表面的，肤浅的
superficiality,n.浅薄
superfluity,n.多余的量
superfluous,a.多余的，累赘的
superimpose,v.加在上面
superintend,v.监督
superiority,n.优越(感)
supernova,n.超新星
supersede,v.淘汰，取代
supervise,v.监督，管理
supine,a.仰卧的；懒散的
supplant,v.排挤，取代
supple,a.伸屈自如的
supplement,v./n.增补，补充
suppliant,a.恳求的，哀求的；n.恳求者
supplicant,n.乞求者，恳求者
supplicate,v.恳求，乞求
supremacy,n.至高无上，霸权
supreme,a.至高的；极度的
surcharge,v.对…收取额外费用；n.附加费
surfeit,n.(食物)过量，过度；v.使过量
surge,v.波涛汹涌，波动
surgeon,n.外科医师；军医，船上的医生
surly,a.脾气暴躁的；阴沉的
surmise,n.推测，猜测；v.推测
surmount,v.克服，战胜
surpass,v.超过
surplus,a.过剩的；盈余的
surrealism,n.超现实主义
surrender,v.投降；放弃；归还
surreptitious,a.鬼鬼祟祟的
surrogate,n.代替品；代理人
surveyor,n.测量员
survive,v.幸存
susceptibility,n.易感性
susceptible,a.易受影响的，脆弱的
suspect,v.怀疑；n.嫌疑犯；a.可疑的
suspend,v.暂缓，中止；吊，悬
suspense,n.悬念；挂念
suspicion,n.怀疑，觉察，嫌疑
suspicious,a.怀疑的
sustain,v.承受(困难)，支撑(重量)
sustained,a.持久的，经久不衰的
sustenance,n.食物，粮食；生计
suture,n.(伤口的)缝线；v.缝合
svelte,a.(女人)体态苗条的
swagger,v.大摇大摆地走
swallow,v.吞下，咽下；忍受
swamp,n.沼泽；v.使陷入；淹没
sway,v.摇动，摇摆；影响使改变；n.摇动
swell,v.肿胀，增强
sweltering,a.酷热的
swerve,v.突然改变方向
swift,a.迅速的；敏捷的
swill,v.冲洗；痛饮
swindle,v.诈骗
swine,n.猪
swing,v.摇摆；旋转；n.秋千
swirl,v.旋转；n.漩
sybarite,n.奢侈逸乐的人
sybaritic,a.放纵的
sycophant,n.马屁精
syllabus,n.教学纲要
symbiosis,n.共生(关系)
symmetry,n.对称；均衡
symphony,n.交响乐，交响曲
synchronous,a.同时发生的
syndrome,n.综合症状
synergic,a.协同作用的
synopsis,n.摘要，概要
synoptic,a.摘要的
synthesis,n.综合，合成
syringe,n.注射器
table,v.搁置，不加考虑
taboo,a.讳忌的；n.禁忌
tacit,a.心照不宣的
taciturn,a.沉默寡言的
tackiness,n.胶粘性
tackle,v.处理；n.滑车
tact,n.机智；圆滑
tactic,n.(达到目的的)手段；战术
tactile,a.有触觉的
tadpole,n.蝌蚪
tag,n.鞋带；附属物，标签
taking,a.楚楚动人的
talisman,n.避邪物，护身符
tally,v.(使)一致，符合
talon,n.猛禽的锐爪
tambourine,n.铃鼓，手鼓
tame,a.驯服的；沉闷的
tamp,v.捣实，砸实
tamper,v.损害，窜改
tan,v.鞣(革)
tangential,a.切线的；离题的
tangible,a.可触摸的
tangle,v.缠结；n.纷乱
tango,n.探戈舞
tangy,a.强烈的，扑鼻的
tantalize,v.挑惹，挑逗
tantamount,a.与…相等的
tantrum,n.发脾气，发怒
taper,n.细蜡烛；v.(长形物体的)逐渐变细
tapestry,n.挂毯
tardy,a.缓慢的，迟缓的
tare,n.莠草，杂草
tariff,n.关税
tarnish,n./v.失去光泽，晦暗
tarpaulin,n.防水油布
tart,a.酸的；尖酸的
tasty,a.味道好的
tatty,a.简陋的，不整洁的
taut,a.绷紧的
tauten,v.拉紧，绷紧
tawdry,a.华而不实的，俗丽的
taxing,a.繁重的
taxonomist,n.分类学家
tear,v.撕裂
tease,v.逗乐，戏弄；强求；n.揶揄，戏弄，取笑
technocrat,n.技术管理人员
tedious,a.冗长的，沉闷的
tedium,n.单调乏味
teeter,v.摇摆，踌躇
telling,a.有效的，显著的
temerity,n.鲁莽，大胆
temp,v.做临时工作
temper,v.锤炼；缓和；n.脾气
tempest,n.暴风雨；骚动
tempestuous,a.狂暴的
tempo,n.(动作、生活的)步调，速度
temporal,a.时间的；世俗的
temporize,v.拖延；见风使舵
temptation,n.诱惑，诱惑物
tenable,a.站得住脚的，无懈可击的
tenacious,a.坚韧不拔的
tenacity,n.坚持，固执
tenant,n.房客
tend,v.照料，看顾
tendentious,a.有偏见的
tender,v.(希望对方接受的意见等)
tenet,n.信念；信条；教义
tenor,n.男高音；要点，要旨
tension,n.紧张，焦虑；张力
tentative,a.试探性的，尝试性的
tenuous,a.细薄的，稀薄的；空洞的
tenure,n.任期；终身职位
tepid,a.微温的
terminal,a.末端的；n.终点站，终端
terminate,v.终止，结束
termination,n.终点
terminology,n.术语，术语学
terminus,n.(火车，汽车)终点站
termite,n.白蚁
terrace,n.一层梯田；阳台
terrain,n.地势，地形
terrestrial,a.地球的；陆地的
terse,a.简洁的，简明的
testament,n.遗嘱；证明
testator,n.立遗嘱的人
testify,v.见证，证实
testimony,n.证言，证明
testiness,n.易怒
testy,a.性急的，暴躁的
tether,v.用绳或链拴住(牲畜)；n.(拴牲畜的)绳或链；限度，范围
texture,n.质地；结构
thatch,v.以茅草覆盖；n.茅草屋顶，茅草
thaw,v.解冻，溶化
thematic,a.主题的
theocracy,n.神权政治
theoretical,a.不切实际的；理论(上)的
therapeutic,a.治病的
thermal,a.热的，热量的；温暖的n.热气流
thesis,n.论题，论文
thicket,n.树丛，灌木丛
thorn,n.刺；荆棘
thread,n.螺纹
threadbare,a.磨破的，陈腐的
threat,n.威胁，恐吓；凶兆
thrive,v.茁壮成长
throne,n.宝座；王位
throng,n.一大群；v.拥挤
throwback,n.返祖现象，复旧
thrust,v.猛力推；刺，戳
thwart,v.阻挠，使…受挫
tickler,n.棘手的问题，难题
ticklish,a.怕痒的；易怒的
tidy,a.整齐的，整洁的
tiff,n.吵嘴，呕气
tightfisted,a.吝啬的
tilt,v.(使)倾斜；n.倾斜，斜坡
timber,n.木材；(人)品质
timbre,n.音色，音质
timely,a.适时的，及时的
timid,a.胆怯的
timidity,n.胆怯
timorous,a.胆小的，胆怯的
tinder,n.火绒，火种
tined,a.尖端的
tinker,n.补锅工人；v.拙劣修补
tint,n.色泽；v.给…淡淡地着色
tirade,n.长篇的攻击性讲话
tire,n.轮胎(tyre)；v.疲劳
tissue,n.细胞组织；薄纸，棉纸
titanic,a.巨人的，力大无比的
titular,a.有名无实的，名义上的
toady,n.谄媚者，马屁精
toil,v./n.辛苦，辛勤劳作
tolerance,n.容许量，公差；容忍，忍受
toll,n.过路(桥)费；伤亡人数，损失；v.(缓慢而有规律地)敲
tombstone,n.墓碑，墓石
tongs,n.夹子，钳子
tonic,n.增进健康之物，补品；a.滋补的
tonsorial,a.理发师的，理发的
topple,v.倾覆，推倒
torment,n.折磨，痛苦
tornado,n.飓风，龙卷风
torpid,a.懒散的，死气沉沉的
torpor,n.死气沉沉
torque,n.转矩；项圈
torrent,n.洪流，急流
torrential,a.奔流的，洪流的
tortuous,a.弯弯曲曲的
toss,v.投，掷；使摇动
totalitarian,a.极权主义的
totem,n.图腾，徽章
totter,v.摇摇欲坠；步履蹒跚
touchy,a.敏感的，易发脾气的
toupee,n.男用假发
tournament,n.比赛；(旧时)骑士比武大会
tourniquet,n.止血带
tout,v.招徕顾客；极力赞扬
toxic,a.有毒的，中毒的
toxin,n.毒素，毒质
toy,v.不认真考虑，玩弄
traceable,a.可追踪的
track,n.足迹，踪迹；轨道；小道；v.跟踪
tract,n.传单；大片土地
tractability,n.温顺
tractable,a.易于驾驭的，温顺的
tragedy,n.悲剧，惨事，灾难
trait,n.人的显著特性
traitor,n.卖国贼，叛徒
trajectory,n.(抛射物)弹道轨道
trample,v.踩坏，践踏
trance,n.恍惚，昏睡状态
tranquility,n.宁静，安静
transaction,n.办理，交易
transcend,v.超越，胜过
transcendent,a.超越的，卓越的，出众的
transcendental,a.超越经验的
transcribe,v.抄写，转录
transfer,v.转移，传递；调任，转让
transfigure,v.美化，改观
transgress,v.冒犯，违背
transgression,n.违法，罪过
transience,n.短暂
transient,a.短暂的，转瞬即逝的
transition,n.过渡时期，转变
transitory,a.短暂的
translucent,a.(半)透明的
transmit,v.传送，传播
transmute,v.变化，变作
transparent,a.透明的；直率的
transplantation,n.移植
transport,v.运输；n.狂喜
transpose,v.变换位置，调换
trapeze,n.空中秋千
traverse,v.横穿过，横跨
travesty,v./n.歪曲模仿，曲解
treacherous,a.背叛的，叛逆的，奸诈的
treason,n.叛国罪
treatise,n.论文
treaty,n.条约；协议
tremendous,a.惊人的；巨大的
tremor,n.震动，地震
trenchant,a.一针见血的
trend,v./n.趋势，倾向
trepidation,n.恐惧，惶恐
trespass,v.侵犯，闯入私人领地
tribunal,n.法庭，裁判所
tribute,n.赞辞；贡物
trickle,v.一滴滴地流；n.细流
trifle,n.微不足道，琐事
trigger,n.扳机；v.引发，导致
trilogy,n.三部曲
trim,v.修剪；a.井井有条的
trinket,n.小装饰品；不值钱的珠宝
trio,n.三重奏，三重唱；三人一组
tripod,n.画架，三脚架
trite,a.陈腐的，陈词滥调的
triumph,v./n.凯旋，胜利，欢欣
trivial,a.琐细的
trophy,n.奖品，战利品
troupe,n.歌唱团，剧团
trowel,泥刀，小铲子
truancy,n.逃学，旷课
truce,n.停战，休战(协定)
truculent,a.残暴的，凶狠的
trudge,v.跋涉
trumpet,n.喇叭，小号
truncate,v.把(某物)截短，去尾
trunk,n.树干；大衣箱
truss,n.桁架，支架；干草的一捆
trustworthy,a.值得信赖的，可靠的
tuber,n.块茎，球根
tumult,n.乱哄哄
turbulent,a.导致动乱的；骚乱的
turgid,a.浮肿的，肿胀的；浮夸的
turmoil,n.混乱，骚乱
turncoat,n.背叛者，变节者
turpitude,n.邪恶，卑鄙(行为)
turquoise,n.绿松石；a.碧绿的
turret,n.塔楼，角塔
tusk,n.(象)长牙
tussle,v./n.扭打，搏斗；争辩
tutor,n.助教；监护人；v.辅导
tuxedo,n.礼服，无尾礼服
twig,n.小枝，嫩枝
twinge,n.(生理，心理上的)剧痛
typo,n.排印错误
typographical,a.印刷上的
tyranny,n.暴政，专制统治；暴行
tyrant,n.暴君
tyro,n.新手
ubiquitous,a.无所不在的
ugly,a.难看的，可怕的
ulcer,n.溃疡；腐烂物
ultimate,a.最后的
umbrage,n.不快，愤怒
umpire,n.裁判；v.对…进行仲裁
unaffected,a.自然的，不矫揉造作的
unanimous,a.全体意见一致的
unassuming,a.不摆架子的，不造作的
unbecoming,a.不合身的；不得体的
unbend,v.弄直；放松
uncanny,a.神秘的，不可思议的
uncommitted,a.不受约束的，不承担责任的
unconscionable,a.无节制的，过度的
unconscious,a.不省人事的；未意识到的
uncouth,a.粗野笨拙的
unctuous,a.油质的；油腔滑调的
underbid,v.要价过低
undercut,v.削价与(竞争者)抢生意
underdog,n.受欺负者，弱者
underestimated,a.低估的
undergird,v.加强
underhanded,a.不光明的，卑鄙的
underling,n.下属，手下
underlying,a.在下面的，根本的
undermine,v.破坏，损坏
underplay,v.淡化…的重要性；表演(角色)不充分
underrate,v.低估，轻视
underscore,v.在…之下划线；强调
understate,v.掩饰地说，轻描淡写地说
understated,a.不完全陈述的，轻描淡写的
understatement,n.轻描淡写的陈述，不充分的陈述
understudy,n.预备演员，替角；v.充当…的替角
underutilized,a.未充分利用的
underwrite,v.同意负担…的费用；为…保险
undeserved,a.不应得的
undesirable,a.令人不悦的，讨厌的
undirected,a.未受指导的
unearth,v.挖出；发现
unearthly,a.奇异的
unenlightened,a.愚昧无知的；不文明的
unexceptionable,a.无可非议的
unfailing,a.无尽的，无穷的
unfasten,v.解开
unfeigned,a.真实的；不作假的
unflappable,a.不惊慌的，镇定的
unfold,v.展开，打开；逐渐呈现
unfounded,a.无事实根据的
ungainly,a.笨拙的
ungrudging,a.慷慨的
unguent,n.药膏，软膏
unicorn,n.(传说中的)独角兽
unidimensional,a.一方面的；一维的
unification,n.统一，一致
uniform,n.制服；a.相同的，一致的
unify,v.统一，使成一体；使相同
unimpassioned,a.没有激情的
unimpeachable,a.无可指摘的，无可置疑的
uninitiated,a.外行的，缺乏经验的
unique,a.独一无二的，独特的；无与伦比的
univocal,a.意思明确的
unjustified,a.未被证明为正当的，无法解释的
unjustly,adv.不义地，不法地
unkempt,a.(衣服、头发)不整洁的
unleash,v.发泄，释放
unmitigated,a.未缓和的，未减轻的，全然的
unmoved,a.无动于衷的，冷漠的；镇定的
unnoticed,a.不引人注意的
unobtrusive,a.不引人注目的
unpalatable,a.令人讨厌的
unprecedented,a.前所未有的
unpremeditated,a.非预谋的
unprepossessing,a.不吸引人的
unpretentious,a.不炫耀的
unprincipled,a.肆无忌惮的
unproductive,a.徒然的，无成效的
unprovoked,a.(生气等)无缘无故的
unqualified,a.无资格的；无限制的，绝对的
unravel,v.解开，拆散
unregenerate,a.不知悔改的
unregulated,a.未受管理的，未受约束的
unremitting,a.不间断的，持续的
unrepentant,a.不悔悟的，不后悔的
unrequited,a.无报答的
unreserved,a.无限制的；未被预定的
unscathed,a.未受损伤的，未遭伤害的
unscented,a.无气味的<e无气味的>(without scent)
unscrupulous,a.肆无忌惮的
unscrupulousness,n.狂妄，肆无忌惮
unseemly,a.不适当的，不宜的
unsettle,v.使不安宁，搅乱
unsettling,a.令人不安的，扰乱的，使窘困的
unsound,a.不结实的，不坚固的；无根据的
unspoiled,a.未损坏的，未宠坏的
unspotted,a.清白的，无污点的
unstinting,a.极为慷慨的，大方的
unsubstantiated,a.未经证实的，无事实根据的
untapped,a.未开发的，未利用的
unthreatening,a.不威胁的
untimely,a.过早的；不适时的
untold,a.无数的，数不清的
untoward,a.不幸的，(坏事)没料到的
untutored,a.未经教育的
unwarranted,a.没有根据的
unwieldy,a.笨重的，笨拙的
