abandon [ə'bændən] v./n.放弃；放纵
cloy [klɔi] v. (吃甜食)生腻，吃腻
coffer ['kɔfə] n. 保险柜
cognate ['kɔɡneit] a. 同词源的；同类的
cognomen [kɔɡ'nəumen] n. (古罗马人的)姓
colloquy ['kɔləkwi] n. (非正式的)交谈，会谈
colt [kəult] n. 小雄驹
comestible [kə'mestibl] n. 食物，食品；a. 可吃的
commiserate [kə'mizəreit] v. 同情，怜悯
complexion [kəm'plekʃən] n. 肤色；外表特征
complicity [kəm'plisiti] n. 合谋，串通
comport [kəm'pɔ:t] v. 举止(以一种特殊方式表现)
compulsory [kəm'pʌlsəri] a. 强制性的，命令性的
concentric [kɔn'sentrik] a. (指数个圆)有同一中心的
concoct [kən'kɔkt] v. 调制；捏造
condign [kən'dain] a. 罪有应得的；适宜的
condiment ['kɔndimənt] n. 调味品，佐料
condole [kən'dəul] v. 向„吊慰
condor ['kɔndɔ:] n. 秃鹰；神鹰
confidant [,kɔnfi'dænt] n. 心腹朋友，知己
congenital [kɔn'dʒenitl] a. 先天的，天生的
conjugal ['kɔndʒuɡəl] a. 婚姻的，夫妻之间的
connubial [kə'nju:bjəl] a. 婚姻的，夫妻的
consecrate ['kɔnsikreit] v. 把„奉献
consonance ['kɔnsənəns] n. 一致，调和；和音
consort ['kɔnsɔ:t] v. 结交，配对；n. 配偶
conspectus [kən'spektəs] n. 概要，大纲
constringe [kən'strindʒ] v. 使收缩，使收敛，压缩
contumacy ['kɔntjuməsi] n. 抗命，不服从
contumely ['kɔntjumli] n. 无礼，傲慢
convene [kən'vi:n] v. 集合；召集
convoy ['kɔnvɔi] v. 护航，护送
cordial ['kɔ:diəl] a. 热诚的；n. 兴奋剂
cornet ['kɔ:nit] n. 短号；圆锥形蛋卷
corny ['kɔ:ni] a. 平淡无奇的；乡巴佬的
corporal ['kɔ:pərəl] a. 肉体的，身体的
corpulent ['kɔ:pjulənt] a. 肥胖的
corpus ['kɔ:pəs] n. 全集，全部资料
coruscate ['kɔrəskeit] v. 闪亮
cosy(cozy) ['kəuzi] a. 温暖而舒适的
counterpoise ['kauntəpɔiz] n./v. 平均，平衡
coven ['kʌvən] n. (尤指十三个)女巫的集会
crafty ['krɑ:fti] a. 狡诈的；熟练的
crag [kræɡ] n. 悬崖，峭壁
credo ['kri:dəu] n. 信条
crepuscular [kri'pʌskjulə] a. 朦胧的，微明的
crevice ['krevis] n. 缺口，裂缝
crinkle ['kriŋkl] v. (使)变皱；n. 皱纹
cripple ['kripl] n. 跛子；v. (使)残废
croon ['kru:n] v. 低声歌唱
crotchety ['krɔtʃiti] a. 脾气坏的
crypt [kript] n. 地下室，地窖
cuddle ['kʌdl] n./v. 搂抱，拥抱
cuff ['kʌf] n. 袖口；v. 上手铐
culprit ['kʌlprit] n. 犯罪者
cumber ['kʌmbə] v. 拖累，妨碍
curd [kə:d] n. 凝乳
curfew ['kə:fju:] n. 宵禁
currish ['kə:riʃ] a. 下贱的；杂种的
cursive ['kə:siv] a. 草书的
curvaceous [kə:'veiʃəs] a. 婀娜多姿的；曲线的
cygnet ['siɡnit] n. 小天鹅
cynosure ['sinəzjuə] n. 注意的焦点
dabbler ['dæblə] n. 涉猎者，浅尝辙止者
dalliance ['dæliəns] n. 虚度光阴；调情
damn [dæm] v. 严厉地批评，谴责；a. 该死的
damper ['dæmpə] n. 起抑制作用的因素
dangle ['dæŋɡl] v. 悬荡；吊胃口
dank [dæŋk] a. 阴湿的，阴冷的
dastard ['dæstəd] n. 懦夫，胆小的人
daub [dɔ:b] v. 涂抹；乱画
daubster ['dɔ:bstə] n. 拙劣的画家
daze [deiz] v. 使茫然，使眩晕
debar [di:'bɑ:] v. 阻止
debility [di'biliti] n. 衰弱，虚弱
debonair [,debə'neə] a. 迷人的；友好的
decamp [di'kæmp] v. (士兵)离营；匆忙秘密地离开
decant [di'kænt] v. 轻轻倒出
decentralize [di:'sentrəlaiz] v. 分散，权力下放
declassify [di'klæsifai] v. 撤消保密
declination [,dekli'neiʃən] n. 倾斜；衰微
decoy [di'kɔi] v. 诱骗
decree [di'kri:] n. 命令，法令v. 颁布命令
defalcate ['di:fælkeit] v. 盗用公款
defame [di'feim] v. 诽谤，中伤
defoliant [di:'fəuliənt] n. 脱叶剂，落叶剂
defoliate [di:'fəulieit] v. (使)落叶
deforest [di'fɔrist] v. 采伐森林，清除树林
defray [di'frei] v. 付款
defunct [di'fʌŋkt] a. 死亡的
delectation [,di:lek'teiʃən] n. 享受，愉快
demarcate [di'mɑ:keit] v. 划分，划界
demeanour [di'mi:nə] n. 举止，行为
demented [di'mentid] a. 疯狂的
demure [di'mjuə] a. 严肃的，矜持的
denominate [di'nɔmineit] v. 命名，取名
denunciate [di'nʌnsieit] v. 公开指责，公然抨击，谴责
deportment [di'pɔ:tmənt] n. (尤指少女的)风度，举止
deposit [di'pɔzit] v. 存放；使淤积
depredation [depri'deiʃ(ə)n] n. 劫掠，蹂躏
depressant [di'presist] a. 有镇静作用的；n. 镇静剂
depute [di'pju:t] v. 派„为代表或代理
deputize ['depjə,taiz] v. 代替某人行事或说话
derangement [di'reindʒmənt] n. 精神错乱
desalinize [di:'sælinaiz] v. 除去盐分
desideratum [di,zidə'reitəm] n. 必需品
designate ['deziɡneit] v. 指明，指出；任命，指派
desirous [di'zaiərəs] a. 渴望的
desolate ['desəlit] a. 荒凉的，被遗弃的
desperado [,despə'rɑ:dəu] n. 亡命之徒
despoil [dis'pɔil] v. 夺取，抢夺
destitute ['destitju:t] a. 贫乏的；穷困的
destructible [dis'trʌktəbl] a. 可破坏的
desuetude [di'sju:itju:d] n. 废止，不用
detestable [di'testəb(ə)l] a. 嫌恶的，可憎的，可厌恶的
detonate ['detəuneit] v. (使)爆炸，引爆
detract [di'trækt] v. 减去，贬低；转移
devolve [di'vɔlv] v. (指工作、职务)移交给某人
diabolic [daiə'bɔlik] a. 恶魔(一样)的；魔鬼性格的
dictator [dik'teitə] n. 独裁者
dictum ['diktəm] n. 格言，声明
dietetics [,daiə'tetiks] n. 饮食学，营养学
dignitary ['diɡni,teri:] n. 显要人物
dilapidation [dilæpi'deiʃ(ə)n] n. 破旧，荒废
diminuendo [di,minju'endəu] n. (音乐、演奏)渐弱
diocesan [dai'ɔsisən] a. 主教管区的
dipsomania [,dipsəu'meiniə] n. 嗜酒症
disavow [,disə'vau] v. 否认，否定，抵赖
disband [dis'bænd] v. 解散(团体)
disclaimer [dis'kleimə(r)] n. 否认，拒绝
disembody ['disim'bɔdi] v. 使脱离实体，使脱离现实
disfranchise [dis'fræntʃaiz] v. 剥夺„的权利(尤指选举权或公民权)
dishearten [dis'hɑ:tən] v. 使„灰心
dishevel [di'ʃevəl] v. 使蓬乱，使头发凌乱
disheveled [di'ʃevəld] a. (指毛发或衣服)凌乱的
disintegrate [dis'intiɡreit] v. (使)分裂成小片，(使)瓦解
disport [dis'pɔ:t] v. 玩耍，嬉戏
disquisition [,diskwi'ziʃən] n. 长篇演讲，专题论文
dissection [di'sekʃən] n. 解剖，剖析
dissociate [di'səuʃieit] v. 分离，游离，分裂
distain [dis'tein] v. 贬损，伤害名誉
distal ['distəl] a. 远离中心的，(神经)末梢的
distention [dis'tenʃən] n. 膨胀
distrait [dis'trei] a. 心不在焉的
ditch [ditʃ] n. 沟，沟渠，壕沟
divagate ['daivəɡeit] v. 离题；飘泊
dock [dɔk] v. 剪短；扣除„的一部分工资
doggo ['dɔɡəu] adv. (一动不动地)隐藏着
dotage ['dəutidʒ] n. 老年糊涂；溺爱
double-cross ['dʌbl'krɔs] v. 欺骗，出卖
dowdy ['daudi] a. 不整洁的，过旧的
dowry ['dauəri] n. 嫁妆，妆奁
doze [dəuz] v. 瞌睡，假寐
dribble ['dribl] v. (液体)往下滴、淌
drollery ['drəuləri] n. 笑谈，滑稽
ductile ['dʌktail] a. 易拉长的，易变形的；可塑的
dulcet ['dʌlsit] a. 美妙的
dullard ['dʌləd] n. 愚人，笨蛋
dumbfound [dʌm'faund] v. 使„惊讶发愣
dunce [dʌns] n. 笨人
eaglet ['i:ɡlit] n. 小鹰
earthshaking ['ə:θʃeikiŋ] a. 极其重大或重要的
ecdysis ['ekdisis] n. (动物)蜕皮；换羽毛
eclat ['eiklɑ:] n. 辉煌成就
eclogue ['eklɔɡ] n. 田园诗，牧歌
ecumenical [,i:kju(:)'menikəl] a. 世界范围的
edict ['i:dikt] n. 法令；命令
eerie ['iəri] a. 可怕的，阴森恐怖的
effeminate [i'feminit] a. 缺乏勇气的，柔弱的
effigy ['efidʒi] n. 模拟像
egoism ['i:ɡəuiz(ə)m] n. 利己主义
ejaculate [i'dʒækjuleit] v. 突然叫出或说出；射出
electorate [i'lektərət] n. 选民，选区；有选举权者
elixir [i'liksə] n. 万灵药，长生不老药
emasculate [i'mæskjuleit] v. 削弱；阉割；a. 柔弱的
embankment [im'bæŋkmənt] n. 堤岸，路基
embitter [im'bitə] v. 使痛苦，使难受
emblazon [im'bleizən] v. 以纹章或其他方式装饰
embodiment [im'bɔdimənt] n. 化身，体现
embroil [im'brɔil] v. 牵连，卷入纠纷
embryonic [,embri'ɔnik] a. 胚胎的；萌芽期的
emerald ['emərəld] n. 翡翠；a. 翠绿色的
emolument [i'mɔljumənt] n. 报酬，薪水
empyrean [,empai'ri(:)ən] n. 天空，天神居处
encipher [in'saifə] v. 译成密码
encyclopedic [en,saikləu'pi:dik] a. 广博的，知识渊博的
endue  [in'dju:] v. 赋予(才能)
engrossment [in'ɡrəusmənt] n. 正式誊写的文件；专注
ennoble [i'nəubl] v. 授予爵位，使高贵
enshrine [in'ʃrain] v. 奉为神圣
enslave [in'sleiv] v. 奴役
ensnare [in'sneə] v. 诱入陷阱，进入罗网
enthrall [in'θrɔ:l] v. 迷惑，迷住
entourage [,ɔntu'rɑ:ʒ] n. 随从；环境
entrench [in'trentʃ] v. 挖壕沟；确立
entwine [in'twain] v. 使缠绕，交织
environs ['envirənz] n. 郊外，郊区
envisage [in'vizidʒ] v. 正视；想像
epicurean [,epikjuə'ri(:)ən] a. 好享乐的；享乐主义的
episode ['episəud] n. 一段情节
equestrian [i'kwestriən] n. 骑师；a. 骑马的
escort [is'kɔ:t] v. 护送；n. 护送者
estrange [is'treindʒ] v. 使疏远
estuary ['estjuəri] n. 河口，三角湾
eugenic [ju:'dʒenik] a. 优生(学)的
even-tempered ['i:vən'tempəd] a. 性情平和的；不易生气的
everlasting [,evə'lɑ:stiŋ] a. 永恒的，持久的，无止境的，耐用的
eviscerate [i'visəreit] v. 取出肠及内脏
exceptionable [ik'sepʃənəbl] a. 引起反感的
excerpt ['eksə:pt] n. 摘录，选录，节录
exchequer [iks'tʃekə] n. 国库；财源
excogitate [eks'kɔdʒiteit] v. 认真想出
excruciate [iks'kru:ʃieit] v. 施酷刑，拷问，折磨
execration [ˌeksi'kreiʃən]  n. 憎恨，厌恶
exhume [eks'hju:m] v. 掘出，发掘
exiguous [eɡ'ziɡjuəs] a. 太少的，不足的
expatiate [eks'peiʃieit] v. 细说，详述
expatriate [eks'pætrieit] v. 驱逐出国；脱离国籍
expiation [ˌekspi'eiʃən] n. 赎罪，补偿
explicable ['eksplikəbl] a. 可解释的
expropriate [eks'prəuprieit] v. 充公；没收
expulsion [iks'pʌlʃən] n. 驱逐，开除
extradite ['ekstrədait] v. 引渡回国，拿获归案
extrinsic [eks'trinsik] a. 外来的，外在的，外部的
extrude [eks'tru:d] v. 挤出，逐出；突出
exultant [iɡ'zʌltənt] a. 非常高兴的，欢跃的
fabulous ['fæbjuləs] a. 难以置信的；寓言里的
facsimile [fæk'simili] n. 复制本，摹本
factitious [fæk'tiʃəs] a. 人为的，不真实的
fag [fæɡ] v. 苦干；n. 苦工
fail-safe [feil'seif] n. 自动防故障装置
fainthearted ['feint'hɑ:tid] a. 懦弱的，无精神的；胆小的
fake [feik] v. 伪造；佯装
falsify ['fɔ:lsi,fai] v. 篡改；说谎
fanfare ['fænfeə] n. 夸耀性游行；嘹亮的喇叭声
fantasia [fæn'teizjə] n. 幻想曲；组合乐曲
farrow ['færəu] v. (母猪)生产；n. 一窝小猪
fascia ['fæʃiə] n. 饰带；(商店上挂的)招牌
fascinate ['fæsineit] v. 迷惑，迷住
fealty ['fi:əlti] n. 效忠
febrile ['fi:brail] a. 发烧的，热病的
feisty ['faisti] a. 活跃的；易怒的
felicitate [fi'lisiteit] v. 祝贺，庆祝
feline ['fi:lain] a. 猫科的
fencing ['fensiŋ] n. 剑术，击剑法
ferocious [fə'rəuʃəs] a. 凶猛的，残暴的
ferry ['feri] n. 渡船，渡口；v. 运送
festal ['festl] a. 节日的；欢乐的
fetish ['fi:tiʃ] n. (崇拜的)神物，偶像
fiend [fi:nd] n. 恶魔；魔鬼
filament ['filəmənt] n. 灯丝；细丝
filch [filtʃ] v. 偷(不贵重的东西)
filial ['filjəl] a. 子女的
fillet ['filit] n. 束发带；鱼肉片
finable ['fainəbl] a. 应罚款的
finery ['fainəri:] n. 华丽优雅的服装或装饰
firebrand ['faiəbrænd] n. 燃烧的木块；引起(社会或政治的)动乱的人
fishery ['fiʃəri] n. 渔场；渔业
fissile ['fisail] a. 易分裂的
fitful ['fitful] a. 一阵阵的；不安的
flabby ['flæbi] a. (肌肉)松软的；意志薄弱的
flagellate ['flædʒeleit] v. 鞭打，鞭笞
flair [fleə] n. 天赋，本领，才华
flannel ['flænl] n. 法兰绒(一种布)
flatulence ['faiəbrænd] n. 肠胃气胀
flavoring ['fleivəriŋ] n. 香料，调味品
flay [flei] v. 剥皮；诈取；严厉指责
fleck [flek] n. 斑点；微粒
fleece [fli:s] n. 生羊皮，羊毛；v. 骗取
fleet [fli:t] a. 快速的；v. 消磨；掠过
flick [flik] v./n. 轻打，轻弹
flicker ['flikə] v. 闪烁，摇曳
floppy ['flɔpi] a. 松软的；衰弱的
florescence [flɔ:'resns] n. 繁花时期
flunk [flʌŋk] v. 考试不及格
fodder ['fɔdə] n. 草料
fondle ['fɔnd(ə)l] v. 抚弄，抚摸
foothold ['futhəuld] n. 立足点，根据地
footle ['fu:tl] v. 胡闹；浪费(时间)
fop [fɔp] n. (喜好精致服装的)花花公子
foray ['fɔrei] n./v. 突袭，偷袭
forebear ['fɔ:beə] n. 祖宗，祖先
foreclose [fɔ:'kləuz] v. 排除；取消抵押品的赎回权
forensic [fə'rensik] a. 法庭的，辩论的
foreword ['fɔ:wə:d] n. 前言，序
forfeiture ['fɔ:fitʃə] n. (名誉等)丧失
forlorn [fə'lɔ:n] a. 孤独的；凄凉的
formative ['fɔ:mətiv] a. 形成的，影响发展的
forswear [fɔ:'sweə] v. 誓绝，放弃
fort [fɔ:t] n. 要塞，城堡
fractional ['frækʃənl] a. 微小的，极小的
fraternal [frə'tə:nl] a. 兄弟的；友善的
fraternity [frə'tə:niti] n. 同类人；友爱
fray [frei] n. 吵架，打斗；v. 磨破
freak [fri:k] n. 怪物，奇事；a. 反常的
fretwork ['fretwə:k] n. 格子细工(在木头上雕出各种图案，格子的工艺)
frisk [frisk] v./n. 欢跃；娱乐
fritter ['fritə] v. (在无意义上的小事上)愚蠢地浪费；切碎
frolic ['frɔlik] v./n. 嬉戏；雀跃
frolicsome ['frɔliksəm] a. 快活的，欢乐的
frowzy ['frauzi] a. 不整洁的，污秽的
fructify ['frʌktifai] v. 结果实；成功
funereal [fju(:)'niəriəl] a. 适于葬礼的；忧郁的
furbish ['fə:biʃ] v. 磨光，刷新
fury ['fjuəri] n. 狂怒，狂暴，激烈；狂怒的人
fustian ['fʌstiən] n. 空洞的话，无意义的高调
gab [ɡæb] n. 饶舌，爱说话；v. 空谈，瞎扯；闲逛，游荡
gabble ['ɡæbl] v. 急促而不清楚地说
gaiety ['ɡeiəti] n. 欢乐，快活
gale [ɡeil] n. 狂风
gallop ['ɡæləp] v./n. (马)飞奔；疾驰
gallows ['ɡæləuz] n. 绞刑架，绞台
gamut ['ɡæmət] n. 全音阶；(一领域的)全部知识
gander ['ɡændə] n. 雄鹅；笨人；v. 闲逛
gangling ['ɡæŋɡliŋ] a. 瘦长得难看的
gangly [ɡæŋli] a. 身材瘦长的
gangrene ['gæŋ,gri:n] n. 坏疽
garland ['ɡɑ:lənd] n. (作为胜利标志的)花环，奖品
garret ['ɡærit] n. 阁楼，顶楼小室
gastric ['ɡæstrik] a. 胃的，胃部的
gastritis [ɡæs'traitis] n. 胃炎
gastronomy [ɡæs'trɔnəmi] n. 美食法
gauche [ɡəuʃ] a. 笨拙的，不会社交的
gaunt [ɡɔ:nt] a. 憔悴的，瘦削的
genuflect ['dʒenju(:)flekt] v. 曲膝半跪(以示敬意)；屈从
gestate ['dʒesteit] v. 怀孕，孕育
gesticulate [dʒes'tikjuleit] v. 做手势表达
ghastly ['ɡɑ:stli] a. 可怕的，惊人的，惨白的
girdle ['ɡə:dl] n. 腰带；转绕物；v. 环绕
glamorous ['ɡlæmərəs] a. 迷人的，富有魅力的
gleam [ɡli:m] n. 亮光，闪光；v. 发闪光
glee [ɡli:] n. 欢喜，高兴
glimpse [ɡlimps] n./v. 瞥见，看一眼
glitter ['ɡlitə] v. 闪烁，闪耀；n. 灿烂的光华；诱惑力，魅力
gloaming ['ɡləumiŋ] n. 黄昏，薄暮
glorify ['ɡlɔ:rifai] v. 吹捧，美化
gloss-over [glɔ:s'əuvə] v. 潦草地或敷衍地处理某事
gnat [næt] n. 对小事斤斤计较，琐事
gnawing ['nɔ:iŋ] a. 痛苦的，折磨人的
gnome [nəum] n. 地下宝藏的守护神，地精；格言
gnomic ['nəumik] a. 格言的，精辟的
goggle ['ɡɔɡl] n. 护目镜；v. 睁眼看
gorgeous ['ɡɔ:dʒəs] a. 美丽的；极好的
gormandize ['ɡɔ:məndaiz] v. 拼命吃，贪吃
gosling ['ɡɔzliŋ] n. 小鹅；年轻无知的人
governance ['ɡʌvənəns] n. 统治，支配
granary ['ɡrænəri] n. 谷仓，粮仓
granule ['ɡrænju:l] n. 小粒，微粒
gratis ['ɡreitis] a. 不付款的，免费的
greenhorn ['ɡri:nhɔ:n] n. 初学者；容易受骗的人
gridiron ['grid,aiən] n. 烤架；橄榄球场
grotesque [ɡrəu'tesk] a. 怪诞的，古怪的
growl [ɡraul] v. (动物)咆哮，吼叫
grudge [ɡrʌdʒ] v. 吝啬；不满
gruesome ['ɡru:səm] a. 令人毛骨悚然的，恶心的
gruff [ɡrʌf] a. (指人、声音)粗野的
grumpy ['ɡrʌmpi] a. 脾气暴躁的
gulch [ɡʌlʃ] n. 深谷，峡谷
gull [ɡʌl] n. 海鸥；易上当的人；v. 欺骗
gusto ['ɡʌstəu] n. 爱好；兴致勃勃
gutless ['ɡʌtlis] a. 没有勇气的，懦怯的
guttle ['ɡʌtl] v. 狼吞虎咽
gynaecocracy [,dʒaini'kɔkrəsi] n. 妇女当政
habitable ['hæbitəbl] a. 可居住的
haft [hɑ:ft] n. 柄，把柄
haggard ['hæɡəd] a. 憔悴的，消瘦的
haggle ['hæɡl] v. 讨价还价
hamstring ['hæmstriŋ] v. 切断腿筋使成跛腿，使残废
hardbitten [hɑ:d'bitən] a. 不屈的，顽强的
hardihood ['hɑ:dihud] n. 大胆，鲁莽
hassle ['hæsl] n. 激烈的辩论
hatchet ['hætʃit] n. 短柄小斧
hawker ['hɔ:kə] n. 沿街叫卖之小贩
hawser ['hɔ:zə] n. 粗绳，大钢索
hearsay ['hiəsei] n. 谣传，道听途说
heave [hi:v] v. 用力举
hedgehog ['hedʒhɔɡ] n. 刺猬
hedonic [hi:'dɔnik] a. 享乐的；n. 享乐主义学说
hedonism ['hi:dənizəm] n. 享乐主义；享乐
heliotrope ['heljətrəup] n. 向阳植物
helm [helm] n. 舵，驾驶盘
helot ['helət] n. 奴隶；受人轻视之人
helve [helv] n. 斧柄
henpecked ['henpekt] a. 顺从妻子的，惧内的
hepatitis [,hepə'taitis] n. 肝炎
herald ['herəld] n. 传令官；预示，先驱
herdsman ['hə:dzmən] n. 牧人
heyday ['heidei] n. 全盛时期，青春期
hilt [hilt] n. (剑或刀之)柄
hinterland ['hintəlænd] n. 内地；穷乡僻壤
hippopotamus [,hipə'pɔtəməs] n. 河马
hoarse [hɔ:s] a. 嘶哑的，粗哑的
hobble ['hɔbl] v. 蹒跚；跛行
holocaust ['hɔləkɔ:st] n. 大屠杀，浩劫
holograph ['hɔləuɡrɑ:f] n. 亲笔信
homely ['həumli] a. 朴素的；不漂亮的
homily ['hɔmili] n. 说教，训诫
homograph ['hɔməuɡrɑ:f] n. 同形异义字
horology [hə'ɔɔlədʒi] n. 测时法；钟表制造术
horrendous [hɔ'rendəs] a. 可怕的，令人恐惧的
howler ['haulə] n. 嚎叫的人或动物；滑稽可笑的错误
hubbub ['hʌbʌb] n. 嘈杂，喧哗
huddle ['hʌdl] v. 挤成一堆n. 一堆人(杂物)
hunk [hʌŋk] n. 大块(食物)
hut [hʌt] n. 简陋的房子，棚
hygiene ['haidʒi:n] n. 卫生学；卫生
hypodermic [,haipəu'də:mik] a. 皮下注射的
icing ['aisiŋ] n. 糖衣，糖霜
idol ['aidl] n. 神像；偶像
idolatrize [ai'dɔlətraiz] v. 奉为偶像，盲目崇拜
idolize ['aidəlaiz] v. 将„当作偶像崇拜；极度喜爱或仰慕
illegible [i'ledʒəbl] a. 难读的，难认的
illiberal [i'libərəl] a. 气量狭窄的
illustrious [i'lʌstriəs] a. 著名的，显赫的
imbecile ['imbisail] n. 心智能力极低的人
immortal [i'mɔ:tl] a. 不朽的，流芳百世的
impend [im'pend] v. 进行威胁；即将发生
imperil [im'peril] v. 使陷于危险中，危及
imprecation [impri'keiʃ(ə)n] n. 祈求，诅咒
imputation [,impju(:)'teiʃən] n. 归咎，归罪
impute [im'pju:t] v. 归咎于
incertitude [in'sə:titju:d] n. 疑惑，不确定
incisor [in'saizə] n. 门牙
incongruent [in'kɔŋɡruənt] a. 不协调的，不和谐的，不合适的
incorporeal [,inkɔ:'pɔ:riəl] a. 无实体的，非物质的，灵魂的
incrustation [,inkrʌs'teiʃən] n. 硬壳，外层
